order_no	req_pu_date	customer	origin	destination	revenue	cost	margin	distance_km	rate_per_km	cost_per_km	margin_per_km	year
22381	2024-10-17	SCOTTS DELHI	DELHI,ON	ST-MARGARETS,NB	1225.0	1025.0	200.0	1538.177		0.6664	0.13	2024.0
22424	2024-10-17	EMBALLAGES AT			655.0	500.0	155.0					2024.0
22430	2024-10-17	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	130.0	95.0	18.765		6.9278	5.0626	2024.0
22431	2024-10-17	CAPMATIC			495.0	325.0	170.0					2024.0
22337	2024-10-18	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22342	2024-10-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22367	2024-10-18	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22368	2024-10-18	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22369	2024-10-18	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22370	2024-10-18	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22371	2024-10-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22372	2024-10-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22373	2024-10-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22374	2024-10-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22343	2024-10-21	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22348	2024-10-21	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2024.0
22375	2024-10-21	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22376	2024-10-21	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22377	2024-10-21	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22378	2024-10-21	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22384	2024-10-21	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22385	2024-10-21	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22386	2024-10-21	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22387	2024-10-21	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22388	2024-10-21	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22439	2024-10-21	CAPMATIC			2625.0	1865.0	760.0					2024.0
22440	2024-10-21	CAPMATIC			2475.0	1700.0	775.0					2024.0
22442	2024-10-21	SCOTTS CANADA LTD			1050.0	850.0	200.0					2024.0
22443	2024-10-21	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	225.0	130.0	95.0	18.765		6.9278	5.0626	2024.0
22464	2024-10-21	EMBALLAGES AT	MIRABEL,PQ	MATTAWA,ON	385.0	330.0	55.0	440.1195792661353		0.7498	0.125	2024.0
22389	2024-10-22	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22390	2024-10-22	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22391	2024-10-22	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22392	2024-10-22	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22393	2024-10-22	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22394	2024-10-22	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22395	2024-10-22	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22396	2024-10-22	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22397	2024-10-22	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22398	2024-10-22	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22441	2024-10-22	CAPMATIC	LACHINE,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	41.382		2.4165	1.2083	2024.0
22347	2024-10-23	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2024.0
22399	2024-10-23	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22400	2024-10-23	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22401	2024-10-23	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22402	2024-10-23	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22403	2024-10-23	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22404	2024-10-23	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22405	2024-10-23	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22406	2024-10-23	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22407	2024-10-23	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22408	2024-10-23	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22484	2024-10-23	SCOTTS CANADA LTD			1050.0	850.0	200.0					2024.0
22409	2024-10-24	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22410	2024-10-24	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22411	2024-10-24	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22412	2024-10-24	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22413	2024-10-24	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22414	2024-10-24	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22415	2024-10-24	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22416	2024-10-24	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22417	2024-10-24	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22418	2024-10-24	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22437	2024-10-24	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2024.0
22419	2024-10-25	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22420	2024-10-25	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22421	2024-10-25	SCOTTS DELHI	L'ORIGNAL,ON	DELHI,ON	1750.0	1450.0	300.0	666.7768536639408		2.1746	0.4499	2024.0
22425	2024-10-25	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22426	2024-10-25	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22427	2024-10-25	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22428	2024-10-25	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22429	2024-10-25	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22438	2024-10-25	SCOTTS CANADA LTD			1300.0	1050.0	250.0					2024.0
22498	2024-10-25	EMBALLAGES AT	MIRABEL,PQ	SAINT-PAMPHILE,PQ	1100.0	1000.0	100.0	440.455		2.2704	0.227	2024.0
22500	2024-10-25	SCOTTS CANADA LTD			1350.0	1000.0	350.0					2024.0
22338	2024-10-28	CAPMATIC			3500.0	2700.0	800.0					2024.0
22339	2024-10-28	CAPMATIC			4025.0	3225.0	800.0					2024.0
22444	2024-10-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22445	2024-10-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22446	2024-10-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22447	2024-10-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22448	2024-10-28	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22497	2024-10-28	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	240.0	145.0	95.0	18.765		7.7272	5.0626	2024.0
22499	2024-10-28	EMBALLAGES AT			1400.0	1200.0	200.0					2024.0
22340	2024-10-29	CAPMATIC			4250.0	3435.0	815.0					2024.0
22449	2024-10-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22450	2024-10-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22451	2024-10-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22452	2024-10-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22453	2024-10-29	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22490	2024-10-29	SCOTTS CANADA LTD			1500.0	1100.0	400.0					2024.0
22465	2024-10-30	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22466	2024-10-30	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22467	2024-10-30	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22468	2024-10-30	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22469	2024-10-30	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22516	2024-10-30	SCOTTS CANADA LTD			700.0	475.0	225.0					2024.0
22517	2024-10-30	EMBALLAGES AT	MIRABEL,PQ	AMOS,PQ	850.0	650.0	200.0	535.1762720094367		1.2146	0.3737	2024.0
22520	2024-10-30	SCOTTS CANADA LTD			1200.0	1000.0	200.0					2024.0
22480	2024-10-31	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22481	2024-10-31	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22482	2024-10-31	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22483	2024-10-31	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22534	2024-10-31	SCOTTS CANADA LTD			1200.0	950.0	250.0					2024.0
22479	2024-11-01	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22492	2024-11-01	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22493	2024-11-01	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22494	2024-11-01	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22495	2024-11-01	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22496	2024-11-01	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22491	2024-11-04	SCOTTS CANADA LTD			1300.0	1050.0	250.0					2024.0
22501	2024-11-04	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22502	2024-11-04	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22503	2024-11-04	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22504	2024-11-04	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22536	2024-11-04	CAPMATIC	ST-LAURENT,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	16.2226435584249		6.1642	3.0821	2024.0
22506	2024-11-05	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22507	2024-11-05	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22508	2024-11-05	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22509	2024-11-05	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22510	2024-11-05	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1400.0	350.0	659.857		2.1217	0.5304	2024.0
22533	2024-11-05	SCOTTS CANADA LTD			1300.0	1050.0	250.0					2024.0
22535	2024-11-05	SCOTTS CANADA LTD			1200.0	950.0	250.0					2024.0
22505	2024-11-06	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22511	2024-11-06	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22512	2024-11-06	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22513	2024-11-06	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22514	2024-11-06	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22515	2024-11-06	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1400.0	350.0	659.857		2.1217	0.5304	2024.0
22531	2024-11-06	SCOTTS CANADA LTD			1300.0	1050.0	250.0					2024.0
22532	2024-11-06	SCOTTS CANADA LTD			1300.0	1050.0	250.0					2024.0
22538	2024-11-06	SCOTTS CANADA LTD			1275.0	1025.0	250.0					2024.0
22475	2024-11-07	CAPMATIC	CHICAGO,IL	MONTREAL-NORD,PQ	4560.0	3700.0	860.0	1439.1539050011927		2.571	0.5976	2024.0
22476	2024-11-07	CAPMATIC	CHICAGO,IL	MONTREAL-NORD,PQ	4760.0	3700.0	1060.0	1439.1539050011927		2.571	0.7365	2024.0
22477	2024-11-07	CAPMATIC	CHICAGO,IL	MONTREAL-NORD,PQ	5080.0	3700.0	1380.0	1439.1539050011927		2.571	0.9589	2024.0
22521	2024-11-07	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22522	2024-11-07	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22523	2024-11-07	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22524	2024-11-07	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22537	2024-11-07	SCOTTS QUALI-GRO	MIRAMICHI,NB	L'ORIGNAL,ON	1450.0	1200.0	250.0	925.469		1.2966	0.2701	2024.0
22539	2024-11-07	SCOTTS DELHI	DELHI,ON	MIRAMICHI,NB	3350.0	3000.0	350.0	1514.446		1.9809	0.2311	2024.0
22525	2024-11-08	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22526	2024-11-08	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22527	2024-11-08	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22528	2024-11-08	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22529	2024-11-08	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22530	2024-11-08	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22542	2024-11-08	CAPMATIC			150.0	100.0	50.0					2024.0
22548	2024-11-08	SCOTTS CANADA LTD	LACHINE,PQ	DELHI,ON	750.0	550.0	200.0	738.0103549207273		0.7452	0.271	2024.0
22543	2024-11-11	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22544	2024-11-11	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22545	2024-11-11	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1400.0	350.0	659.857		2.1217	0.5304	2024.0
22546	2024-11-11	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22547	2024-11-11	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22549	2024-11-11	SCOTTS CANADA LTD	LACHINE,PQ	MIRAMICHI,NB	625.0	450.0	175.0	784.0790513034952		0.5739	0.2232	2024.0
22574	2024-11-11	CAPMATIC	ST-LAURENT,PQ	MONTREAL-NORD,PQ	150.0	100.0	50.0	16.2226435584249		6.1642	3.0821	2024.0
22550	2024-11-12	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22551	2024-11-12	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22553	2024-11-12	CAPMATIC			300.0	225.0	75.0					2024.0
22556	2024-11-12	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22557	2024-11-12	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22575	2024-11-12	SCOTTS DELHI	CONCORD,ON	DORVAL,PQ	985.0	775.0	210.0	586.0053921984259		1.3225	0.3584	2024.0
22576	2024-11-12	EMBALLAGES AT	HELENA,AL	MIRABEL,PQ	750.0	650.0	100.0	2106.4688631183944		0.3086	0.0475	2024.0
22555	2024-11-13	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1400.0	350.0	659.857		2.1217	0.5304	2024.0
22559	2024-11-13	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22560	2024-11-13	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22561	2024-11-13	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22562	2024-11-13	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22563	2024-11-13	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22599	2024-11-13	SCOTTS CANADA LTD			1200.0	1000.0	200.0					2024.0
22600	2024-11-13	EMBALLAGES AT	MIRABEL,PQ	AMOS,PQ	750.0	550.0	200.0	535.1762720094367		1.0277	0.3737	2024.0
22602	2024-11-13	SCOTTS CANADA LTD			1050.0	850.0	200.0					2024.0
22554	2024-11-14	CAPMATIC	MONTREAL,PQ	MONTREAL-NORD,PQ	450.0	350.0	100.0	5.917344369934924		59.1482	16.8995	2024.0
22558	2024-11-14	EMBALLAGES AT	MIRABEL,PQ	ST-OMER,PQ	875.0	650.0	225.0	780.8683841999772		0.8324	0.2881	2024.0
22564	2024-11-14	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22565	2024-11-14	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22566	2024-11-14	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22567	2024-11-14	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22568	2024-11-14	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22577	2024-11-14	SCOTTS DELHI			1350.0	1050.0	300.0					2024.0
22578	2024-11-14	SCOTTS CANADA LTD			1200.0	1000.0	200.0					2024.0
22540	2024-11-15	SCOTTS CANADA LTD			1300.0	1000.0	300.0					2024.0
22569	2024-11-15	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1400.0	350.0	659.857		2.1217	0.5304	2024.0
22570	2024-11-15	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22571	2024-11-15	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22572	2024-11-15	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22573	2024-11-15	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22579	2024-11-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22580	2024-11-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22581	2024-11-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22582	2024-11-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22583	2024-11-18	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22601	2024-11-18	CAPMATIC			4800.0	4000.0	800.0					2024.0
22608	2024-11-18	SCOTTS CANADA LTD	LACHINE,PQ	DELHI,ON	975.0	750.0	225.0	738.0103549207273		1.0162	0.3049	2024.0
22609	2024-11-18	SCOTTS CANADA LTD			1050.0	850.0	200.0					2024.0
22610	2024-11-18	SCOTTS CANADA LTD			1200.0	950.0	250.0					2024.0
22611	2024-11-18	SCOTTS DELHI			1350.0	1050.0	300.0					2024.0
22612	2024-11-18	SCOTTS CANADA LTD			1200.0	1000.0	200.0					2024.0
22584	2024-11-19	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
22585	2024-11-19	SCOTTS DELHI	DELHI,ON	L'ORIGNAL,ON	1750.0	1450.0	300.0	659.857		2.1974	0.4546	2024.0
